"UF";"Município";"Cargo";"Candidato";"Nr";"Partido";"Situação";"QtVN";"%VV";
"SP";"BAURU";"Prefeito";"RODRIGO ANTONIO DE AGOSTINHO MENDONÇA";"15";"PMDB";"Eleito";"97.288";"54,30"
"SP";"GUARULHOS";"Prefeito";"SEBASTIAO ALVES DE ALMEIDA";"13";"PT";"Eleito";"320.472";"56,68"
"SP";"MAUÁ";"Prefeito";"OSWALDO DIAS";"13";"PT";"Eleito";"117.337";"55,68"
"SP";"SANTO ANDRÉ";"Prefeito";"AIDAN ANTONIO RAVIN";"14";"PTB";"Eleito";"214.810";"55,03"
"SP";"SÃO BERNARDO DO CAMPO";"Prefeito";"LUIZ MARINHO";"13";"PT";"Eleito";"237.617";"58,19"
"SP";"SÃO JOSÉ DO RIO PRETO";"Prefeito";"VALDOMIRO LOPES DA SILVA JUNIOR";"40";"PSB";"Eleito";"109.145";"51,21"
"SP";"SÃO PAULO";"Prefeito";"GILBERTO KASSAB";"25";"DEM";"Eleito";"3.790.558";"60,72"
