"UF";"Município";"Cargo";"Candidato";"Nr";"Partido";"Situação";"QtVN";"%VV";
"SP";"CHARQUEADA";"Prefeito";"ROMEU ANTONIO VERDI";"45";"PSDB";"Eleito";"4.900";"52,87"
"SP";"CHAVANTES";"Prefeito";"LUIZ SEVERINO DE ANDRADE";"11";"PP";"Eleito";"3.191";"43,44"
"SP";"CLEMENTINA";"Prefeito";"NELSON CASULA";"11";"PP";"Eleito";"2.215";"53,39"
"SP";"COLINA";"Prefeito";"VALDEMIR ANTONIO MORALLES";"45";"PSDB";"Eleito";"7.439";"69,92"
"SP";"COLÔMBIA";"Prefeito";"FABIO ALEXANDRE BARBOSA";"11";"PP";"Eleito";"2.743";"61,88"
"SP";"CONCHAL";"Prefeito";"ORLANDO CALEFFI JUNIOR";"45";"PSDB";"Eleito";"7.915";"54,00"
"SP";"CONCHAS";"Prefeito";"ADRIANA DEARO DEL BEM";"45";"PSDB";"Eleito";"3.775";"37,22"
"SP";"CORDEIRÓPOLIS";"Prefeito";"CARLOS CEZAR TAMIAZO";"23";"PPS";"Eleito";"9.680";"78,46"
"SP";"COROADOS";"Prefeito";"NELSON GONZALES CAETANO";"15";"PMDB";"Eleito";"1.753";"54,04"
"SP";"CORONEL MACEDO";"Prefeito";"JOSE CARLOS TONON";"12";"PDT";"Eleito";"2.182";"58,75"
"SP";"CORUMBATAÍ";"Prefeito";"IVANIR FRANCHIN";"45";"PSDB";"Eleito";"1.663";"62,75"
"SP";"COSMÓPOLIS";"Prefeito";"ANTONIO FERNANDES NETO";"13";"PT";"Eleito";"15.642";"52,22"
"SP";"COSMORAMA";"Prefeito";"ANTONIO EDIVALDO PAPINI";"12";"PDT";"Eleito";"2.627";"51,51"
"SP";"COTIA";"Prefeito";"ANTONIO CARLOS DE CAMARGO";"45";"PSDB";"Eleito";"35.562";"55,77"
"SP";"CRAVINHOS";"Prefeito";"JOSÉ FRANCISCO MATASSO FERDINANDO";"45";"PSDB";"Eleito";"7.207";"39,44"
"SP";"CRISTAIS PAULISTA";"Prefeito";"HÉLIO KONDO";"15";"PMDB";"Eleito";"2.218";"43,59"
"SP";"CRUZÁLIA";"Prefeito";"ALCEU VIDOTTI";"25";"DEM";"Eleito";"1.301";"64,34"
"SP";"CRUZEIRO";"Prefeito";"ANA KARIN DIAS DE ALMEIDA ANDRADE FRAGUGLIA QUENTAL";"22";"PR";"Eleito";"24.644";"56,62"
"SP";"CUBATÃO";"Prefeito";"MARCIA ROSA DE MENDONÇA SILVA";"13";"PT";"Eleito";"42.108";"57,63"
"SP";"CUNHA";"Prefeito";"OSMAR FELIPE JUNIOR";"45";"PSDB";"Eleito";"8.248";"54,98"
"SP";"DESCALVADO";"Prefeito";"LUIS ANTONIO PANONE";"23";"PPS";"Eleito";"7.916";"41,49"
"SP";"DIADEMA";"Prefeito";"MÁRIO WILSON PEDREIRA REALI";"13";"PT";"Eleito";"133.893";"58,26"
"SP";"DIRCE REIS";"Prefeito";"EUCLIDES SCRIBONI BENINI";"25";"DEM";"Eleito";"736";"55,97"
"SP";"DIVINOLÂNDIA";"Prefeito";"JOAO SEBASTIAO DE ALMEIDA";"14";"PTB";"Eleito";"4.171";"53,38"
"SP";"DOBRADA";"Prefeito";"EMÍDIO BERNARDO DO NASCIMENTO JUNIOR";"13";"PT";"Eleito";"2.243";"53,69"
"SP";"DOIS CÓRREGOS";"Prefeito";"LUIZ ANTONIO NAIS";"45";"PSDB";"Eleito";"8.320";"62,68"
"SP";"DOLCINÓPOLIS";"Prefeito";"ONIVALDO BATISTA";"45";"PSDB";"Eleito";"1.250";"66,60"
"SP";"DOURADO";"Prefeito";"EDMUR PEREIRA BUZZÁ";"13";"PT";"Eleito";"3.319";"58,16"
"SP";"DRACENA";"Prefeito";"CÉLIO REJANI";"43";"PV";"Eleito";"10.073";"41,72"
"SP";"DUARTINA";"Prefeito";"ADERALDO PEREIRA DE SOUZA JUNIOR";"11";"PP";"Eleito";"4.645";"62,47"
